■ 개봉일람_월별,,,,,,,,,,,,,,,,,
- 조회일: 2021-03-18,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2020~2020   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
728,유부녀의 젖은 몸을 보자,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
729,유혹 : 친구엄마,최찬호,(주)영화사가을,,(주)영화사가을,2020-08-10,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
730,유혹하는 어린 새엄마,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
731,육덕진 외숙모 달래주기,시미즈 하지메,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-10,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
732,은밀한 서비스,핫시이,,(주)빅콘미디어,(주)빅콘미디어,2020-06-09,개봉영화,장편,일본,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
733,음란 며느리 무삭제판,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
734,음란 유부녀의 비밀 SNS,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,2020-08-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
735,음란가족:남자 맛보기,이즈미 류지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
736,음란부인의 대실금,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
737,음란아내 미망인-조교된 여자,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
738,음란주택:노예가 된 아내 무삭제판,한동호,주식회사 플릭스코,,주식회사 플릭스코,2020-07-17,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
739,음란한 과외 선생님,,,(주)플라이어,(주)플라이어,2020-06-10,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
740,음란한 아내의 성욕,,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2020-04-17,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
741,음란한 이복누나 무삭제판,"쿠로아카 긴조,사노 B사쿠",,(주)영진크리에이티브,(주)영진크리에이티브,2020-06-23,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
742,음탕함에 길들여진 유부녀,아카바네 키쿠지로,,(주)빅콘미디어,(주)빅콘미디어,2020-08-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
743,이쁜 친구엄마도 나를 좋아해,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
744,이웃집 유부녀:속궁합 맞추기,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-12,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
745,이웃집남자와 불륜유부녀,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-14,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
746,이혼녀의 맛,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
747,이혼녀의 쫄깃 속살,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
748,인사불성 취객녀와의 뜨거운 밤,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-06-09,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
749,인형같은 노조미짱-전력봉사,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
750,일본꽐라녀:달아오른 몸뚱이,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-06-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
751,일본여자:섹스 스파링,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
752,임신스캔들:아내가 당했다,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
753,자매들: 감금의 추억 무삭제판,한동호,주식회사 플릭스코,,주식회사 플릭스코,2020-06-30,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
754,작은 엄마 2,김환,(주)영화사가을,,(주)영화사가을,2020-03-30,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
755,잘 주는 옆집여자,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
756,잘 주는 유부녀들,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-11,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
757,잘 주는 유부녀들 무삭제판,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
758,장모님과 후끈한 밤을,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
759,장모와 아내사이에서,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
760,전여친이 상사의 아내라니,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
761,젊은 아내의 불륜 현장,하라다 칸토나,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
762,젊은 형수-음란한 외도,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-04,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
763,정사 : 사돈처녀 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-04-22,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
764,정사 : 사돈처녀 2,최민현,(주)영화사가을,,(주)영화사가을,2020-06-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
765,정사 : 착한 며느리들 3 무삭제,이민우,(주)영화사가을,,(주)영화사가을,2020-05-13,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
766,정사 : 친구엄마와 친구누나,최민현,(주)영화사가을,,(주)영화사가을,2020-06-12,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
767,정사 : 친구의 엄마 3 무삭제,최찬호,(주)영화사가을,,(주)영화사가을,2020-07-16,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
768,정사:농익은 새엄마,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2020-06-12,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
769,정사:며느리의 신음소리,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-16,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
770,정성껏 해주는 옆집여자,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
771,젖은아내:남편상사와의 속궁합,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-18,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
772,제 아내를 만족시켜주세요,토미죠 타로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
773,제수씨 달래주기,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-18,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
774,주부딜러,"한동호,조금환",주식회사 플릭스코,,주식회사 플릭스코,2020-08-27,개봉영화,장편,한국,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
775,직장 여선배와의 하룻밤,,,(주)빅콘미디어,(주)빅콘미디어,2020-03-28,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
776,직장상사와 불륜,아카바네 키쿠지로,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-11,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
777,진짜 예쁜 처형과 목욕을,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
778,착한 누나,김이슬,(주)영화사가을,,(주)영화사가을,2020-03-31,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
779,착한 며느리:시아버지의 마지막 부탁,사카모토 후토시,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
780,착한 엄마 3 무삭제,김빛나,(주)영화사가을,,(주)영화사가을,2020-03-03,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
781,착한 엄마친구 3 무삭제,김빛나,(주)영화사가을,,(주)영화사가을,2020-04-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
782,착한 처형 : 마지막 여행,이대길,뷰소프트,,뷰소프트,2020-08-07,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
783,착한 형부,한대위,(주)영화사가을,,(주)영화사가을,2020-08-07,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
784,착한 형수 4 무삭제,임현태,(주)영화사가을,,(주)영화사가을,2020-03-03,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
785,착한며느리:뜨거운 간호,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-06-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
786,처제의 비밀-무삭제,최재후,(주)나우콘텐츠,,(주)나우콘텐츠,2020-05-19,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
787,처형의 유혹,핫시이,,(주)빅콘미디어,(주)빅콘미디어,2020-07-07,개봉영화,장편,일본,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
788,청초한 육덕 아내와 집주인,,,(주)빅콘미디어,(주)빅콘미디어,2020-03-29,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
789,초거유 새엄마가 등장!,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
790,초거유 친구엄마는 사춘기,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
791,초거유 히나타짱 - 기억소실,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
792,초육식계 여상사의 압박,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
793,최면에 빠진 하숙집 사모님,아사기리 조,,(주)빅콘미디어,(주)빅콘미디어,2020-03-29,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
794,취하면 벗고보는 이웃여자,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-03,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
795,취하면 아무에게나 주는 사모님,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-31,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
796,츠쿠시의 신혼 - 전남친이 그리워,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
797,치한 마을버스,,,(주)메이크아트,(주)메이크아트,2020-04-23,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
798,치한을 부르는 여자-만원버스,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
799,친구 누나 4 무삭제,이민우,(주)영화사가을,,(주)영화사가을,2020-04-29,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
800,친구 이모,김부곤,(주)영화사가을,,(주)영화사가을,2020-03-04,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
801,친구 이모 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2020-06-25,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
802,친구엄마 : 내 여자가 되던 날 2 무삭제,최민현,(주)영화사가을,,(주)영화사가을,2020-03-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
803,친구엄마는 동정킬러,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
804,친구엄마들:서로의 아들을 탐하다,카와사키 군지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
805,친구엄마의 꼬임,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-03-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
806,친구엄마의 애교작렬,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
807,친구엄마의 욕구불만,이대길,뷰소프트,,뷰소프트,2020-08-18,개봉영화,장편,한국,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
808,친구의 육덕진 딸 첫경험 시키기 무삭제판,,,(주)플라이어,(주)플라이어,2020-04-16,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
809,친척유부녀의 소문확인,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-04-03,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
810,컬트 걸,,,주식회사 플릭스코,주식회사 플릭스코,2020-06-02,개봉영화,장편,미국,1,"6,000",1,0,0,공포(호러),청소년관람불가,일반영화
811,쿨한 새엄마:하고 또 하고,진 류지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-25,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
812,파이브 갤럭시스,넬슨 리,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-04,개봉영화,장편,미국,1,"6,000",1,0,0,SF,15세이상관람가,일반영화
813,패션모델 여상사의 갑질,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
814,페이건 워리어,루이자 워렌,,주식회사 플릭스코,주식회사 플릭스코,2020-06-02,개봉영화,장편,미국,1,"6,000",1,0,0,액션,청소년관람불가,일반영화
815,폭유도발클럽 - 제복편,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
816,풍만 형수의 노예계약 - 음모론,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-05-02,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
817,하숙집 : 굶주린 늑대들 무삭제,김종민,(주)영화사가을,,(주)영화사가을,2020-06-25,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
818,하이에나,리차드 킴,(주)액티버스엔터테인먼트,,(주)액티버스엔터테인먼트,2020-07-30,개봉영화,장편,한국,5,"6,000",5,"2,000",1,성인물(에로),청소년관람불가,일반영화
819,핫바디,잠파,,(주)플라이어,(주)플라이어,2020-05-26,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
820,헤픈여자:많이 쌓였어요,히이라기 엔부,,(주)영진크리에이티브,(주)영진크리에이티브,2020-04-13,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
821,형수 : 금지된 사랑 무삭제,김진우,(주)영화사가을,,(주)영화사가을,2020-05-26,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
822,형수 : 불륜관계 무삭제,최찬호,(주)영화사가을,,(주)영화사가을,2020-08-11,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
823,형수:속궁합이 궁금해,하라다 칸토나,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-26,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
824,형수의 속살,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-07-24,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
825,형수의 유혹 무삭제,김부곤,(주)영화사가을,,(주)영화사가을,2020-04-02,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
826,홀딱 벗고 사는 아내,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-12,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
827,홀딱 벗고 사는 아내 무삭제판,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-10,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
828,화끈한 가정부:질펀한 오후,아마엔보 쇼군,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-10,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
829,화끈한 새엄마:뭐든지 해줄게,코메이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-18,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
830,회사 후배와 몰래하는 육덕미인,몬티 란쿄쿠,,(주)플라이어,(주)플라이어,2020-07-02,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
831,회사직원과 남편 몰래 흥분하는 청순녀 무삭제판,잭 아라이,,(주)플라이어,(주)플라이어,2020-08-13,개봉영화,장편,일본,1,"6,000",1,0,0,드라마,청소년관람불가,일반영화
832,후배아내:남편보다 우람해,사노 B사쿠,,(주)영진크리에이티브,(주)영진크리에이티브,2020-05-17,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
833,19금 불륜소설 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-07-06,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
834,19금 연애소설 무삭제판,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-06-18,개봉영화,장편,한국,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
835,AV배우의 은밀한 사생활,,,(주)빅콘미디어,(주)빅콘미디어,2020-08-04,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
836,AV 여배우의 직장 체험기,,,(주)빅콘미디어,(주)빅콘미디어,2020-06-09,개봉영화,장편,일본,1,"6,000",1,0,0,기타,청소년관람불가,일반영화
837,F컵 거유의 육덕녀,버드맨 텟페이,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-07,개봉영화,장편,일본,1,"6,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
838,G컵 베이글의 격렬한 플레이,,,(주)빅콘미디어,(주)빅콘미디어,2020-03-28,개봉영화,장편,일본,1,"6,000",1,0,0,성인물(에로),청소년관람불가,일반영화
839,가슴큰며느리,이정석,스마일컨텐츠,,스마일컨텐츠,2020-08-07,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
840,가슴큰새엄마,이정석,스마일컨텐츠,,스마일컨텐츠,2020-07-24,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
841,가슴큰엄마친구,이정석,스마일컨텐츠,,스마일컨텐츠,2020-07-17,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
842,갈망,타카하라 히데카즈,,주식회사 루믹스미디어,주식회사 루믹스미디어,2020-04-29,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
843,개인교습,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2020-03-02,개봉영화,장편,프랑스,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
844,금기를 깨트린 여자들,,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-05-20,개봉영화,장편,스페인,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
845,내연녀,이영인,(주)투모션,,(주)투모션,2020-06-09,개봉영화,장편,한국,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
846,너무 큰 여선배,천성준,(주)케이피에이기획,,(주)케이피에이기획,2020-05-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
847,노처녀 팀장의 목적,박돌이,골든타이드픽처스(주),,골든타이드픽처스(주),2020-07-10,개봉영화,장편,한국,1,"5,000",1,0,0,기타,청소년관람불가,일반영화
848,두처제3,이정석,스마일컨텐츠,,스마일컨텐츠,2020-04-10,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
849,두처제3-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2020-06-17,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
850,딥한 관계,맹진사,골든타이드픽처스(주),,골든타이드픽처스(주),2020-07-10,개봉영화,장편,한국,1,"5,000",1,0,0,기타,청소년관람불가,일반영화
851,레닌그라드 대공습,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2020-03-17,개봉영화,장편,러시아,1,"5,000",1,0,0,액션,12세이상관람가,일반영화
852,마더체인지,,,(주)투모션,(주)투모션,2020-06-09,개봉영화,장편,미국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
853,마티나: 위험한 정사,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2020-03-24,개봉영화,장편,크로아티아,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
854,맛있는 세자매 2,천성준,(주)케이피에이기획,,(주)케이피에이기획,2020-06-19,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
855,무림3대고수전,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2020-03-02,개봉영화,장편,중국,1,"5,000",1,0,0,액션,12세이상관람가,독립/예술영화
856,바다 몬스터2,에반 트라멜,,(유)헤이데이웍스,(주)블루라벨픽쳐스,2020-08-12,개봉영화,장편,미국,1,"5,000",1,0,0,애니메이션,전체관람가,일반영화
857,바이러스: 인류 최후의 날,마크 캔튜,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-07-03,개봉영화,장편,미국,1,"5,000",1,0,0,액션,15세이상관람가,일반영화
858,봉신연의: 불의 검 외전,,,BX 픽쳐스,BX 픽쳐스,2020-02-17,개봉영화,장편,중국,5,"5,000",1,0,0,판타지,12세이상관람가,독립/예술영화
859,부부교환 하던 날 - 무삭제,왕지방,(주)디에이치미디어,,(주)소나무픽쳐스,2020-04-03,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
860,사탄의 드론,조던 루빈,,주식회사 루믹스미디어,주식회사 루믹스미디어,2020-04-23,개봉영화,장편,러시아,1,"5,000",1,0,0,공포(호러),청소년관람불가,일반영화
861,새봄의오르가즘-무삭제,성기만,스마일컨텐츠,,스마일컨텐츠,2020-04-08,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
862,샬롯: 욕망의 법칙,,,더그레이트 컴퍼니,더그레이트 컴퍼니,2020-05-01,개봉영화,장편,미국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
863,소리를 들려줘,이마오카 신지,,주식회사 루믹스미디어,주식회사 루믹스미디어,2020-04-29,개봉영화,장편,일본,1,"5,000",1,0,0,성인물(에로),청소년관람불가,일반영화
864,수상한동거-무삭제,원명준,스마일컨텐츠,,스마일컨텐츠,2020-03-18,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
865,숫처녀길들이기,원명준,스마일컨텐츠,,스마일컨텐츠,2020-08-14,개봉영화,장편,한국,1,"5,000",1,0,0,멜로/로맨스,청소년관람불가,일반영화
866,스콜피온: 대테러 진압 작전,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2020-03-09,개봉영화,장편,우즈베키스탄,1,"5,000",1,0,0,액션,15세이상관람가,일반영화
