■ 개봉일람_월별,,,,,,,,,,,,,,,,,
- 조회일: 2021-03-18,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2020~2020   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
378,가슴 큰 울 엄마 2,이동준,미라클필름,,케이엘 픽쳐스,2020-05-22,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
379,가슴 큰 처제-무삭제판,이동준,미라클필름,,케이엘 픽쳐스,2020-06-03,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
380,가슴 큰 태희-무삭제판,이동준,미라클필름,,케이엘 픽쳐스,2020-07-10,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
381,가슴 큰 형수-무삭제판,이동준,미라클필름,,케이엘 픽쳐스,2020-05-14,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
382,간기녀 - 간통을 기다리는 여자,김호,(주)디어프로덕션,,(주)디어프로덕션,2020-07-13,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
383,골든타임,,,(주)엔씨미디어,(주)엔씨미디어,2020-06-30,개봉영화,장편,미국,1,"300,000",60,"300,000",60,액션,청소년관람불가,일반영화
384,굶주린 엄마친구,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-03-20,개봉영화,장편,일본,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
385,꿈의직장 스와핑오피스,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2020-07-27,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
386,남편보다 점장님,사다오카 사다오,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-06-17,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
387,남편상사들 무삭제판,나기라 겐조,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-04-29,개봉영화,장편,일본,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
388,내 여자의 남자들 2,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2020-07-01,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
389,다시만난 동창 무삭제판,니쿠 미코토,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-04-29,개봉영화,장편,일본,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
390,돈 겟 컷,,,(주)엔씨미디어,(주)엔씨미디어,2020-03-31,개봉영화,장편,미국,1,"300,000",60,"300,000",60,액션,청소년관람불가,일반영화
391,레브,,,,(주)제이에이와이이엔터테인먼트,2020-08-20,개봉영화,장편,캐나다,1,"300,000",60,"300,000",60,액션,15세이상관람가,일반영화
392,마사지 걸의 유혹,이동준,미라클필름,,(주)담화,2020-04-16,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
393,맛있는 새엄마 무삭제판,사다오카 사다오,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-04-29,개봉영화,장편,일본,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
394,부부 성생활 연구회,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-06-17,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
395,블러드 헌터스: 라이즈 오브 하이브리드,빈센트 소베라노,,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2020-08-13,개봉영화,장편,필리핀,1,"300,000",60,"300,000",60,액션,15세이상관람가,일반영화
396,사돈끼리 그거슨 아니지,이동준,미라클필름,,(주)담화,2020-04-01,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
397,상사의 아내2,료타,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-08-14,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
398,세자매 은밀한 섹파,정미나,(주)담화,,(주)담화,2020-07-02,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
399,섹스 소녀,최진철,라임필름,,케이엘 픽쳐스,2020-08-20,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
400,섹스노예,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,2020-07-06,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
401,섹시한 가정부,이동준,미라클필름,,(주)담화,2020-04-01,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
402,섹시한형수,이동준,그리드 필름,,록엔터테인먼트(주),2020-03-31,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
403,스와핑 부부,이동준,미라클필름,,(주)담화,2020-03-25,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
404,아내의알바 무삭제판,최정자,(주)가온콘텐츠,,(주)가온콘텐츠,2020-08-04,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
405,아이돌 섹스: LA 교포녀,정미나,(주)담화,,(주)담화,2020-06-19,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
406,여배우들: 섹스 오디션,정미나,(주)담화,,(주)담화,2020-07-03,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
407,옆집아재,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-07-14,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
408,예쁜 여동생,최진철,라임필름,,라임필름,2020-08-11,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
409,오빠는 음식은 가려도 여자는 안가려,정미나,(주)담화,,(주)담화,2020-05-28,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
410,왕가슴 제수씨,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-04-08,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
411,욕정 마사지,나기라 겐조,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-07-01,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
412,욕정해결사,나기라 겐조,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-07-14,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
413,위로해준 시동생 무삭제판,나기라 겐조,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-07-14,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
414,육덕녀의 고객관리,나기라 겐조,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-04-28,개봉영화,장편,일본,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
415,음란한 과외,이동준,미라클필름,,(주)담화,2020-04-22,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
416,음란한 모녀의 정사 무삭제판,정야광,(주)담화,,(주)담화,2020-03-04,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
417,친구아내는 육덕녀,나기라 겐조,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-03-20,개봉영화,장편,일본,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
418,택배기사의 참교육 무삭제판,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-07-14,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
419,트러스트 넘버원,,,(주)엔씨미디어,(주)엔씨미디어,2020-07-24,개봉영화,장편,미국,1,"300,000",60,"300,000",60,액션,12세이상관람가,일반영화
420,혈전 : 피의 전쟁,,,(주)엔씨미디어,(주)엔씨미디어,2020-07-28,개봉영화,장편,미국,1,"300,000",60,"300,000",60,액션,12세이상관람가,일반영화
421,흠뻑젖은 사모님,사다오카 사다오,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-04-28,개봉영화,장편,일본,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
422,18 승하의 누워서 떡 먹기,최진철,라임필름,,케이엘 픽쳐스,2020-08-07,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
423,18 주아의 뜨거운 하루,최진철,라임필름,,케이엘 픽쳐스,2020-08-27,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
424,작은 빛,조민재,영화사 낭,,(주)시네마달,2020-01-23,개봉영화,장편,한국,21,"267,000",37,"202,000",26,드라마,12세이상관람가,독립/예술영화
425,파바로티,론 하워드,,오드,오드,2020-01-01,개봉영화,장편,영국,85,"243,000",31,"243,000",31,다큐멘터리,12세이상관람가,독립/예술영화
426,소셜노마드,"마영민,이상묵",,,주식회사 씨엠닉스,2020-08-01,개봉영화,장편,한국,2,"220,000",53,"103,000",29,다큐멘터리,전체관람가,독립/예술영화
427,성혜의 나라,정형석,닷 팩토리,,아이 엠,2020-01-30,개봉영화,장편,한국,28,"213,000",30,"117,000",14,드라마,12세이상관람가,독립/예술영화
428,깡패와소녀,방현준,비에이치제이시네마,,비에이치제이시네마,2020-07-22,개봉영화,장편,한국,1,"212,000",27,0,0,드라마,15세이상관람가,일반영화
429,머피와 샐리의 법칙,김문옥,"시네마테크 충무로,스마일픽쳐스",,에이 라이프,2020-05-20,개봉영화,장편,한국,1,"212,000",106,"212,000",106,코미디,12세이상관람가,일반영화
430,교회오빠,이호경,"KBS,커넥트픽쳐스(주)",,커넥트픽쳐스(주),2019-05-16,개봉영화,장편,한국,200,"210,000",21,"210,000",21,다큐멘터리,전체관람가,독립/예술영화
431,에릭 클랩튼: 기타의 신,릴리 피니 자눅,,(주)영화사 진진,(주)영화사 진진,2020-01-23,개봉영화,장편,영국,28,"194,840",22,"194,840",22,다큐멘터리,15세이상관람가,독립/예술영화
432,신의 은총으로,프랑수아 오종,,씨네블루밍,찬란,2020-01-16,개봉영화,장편,프랑스,41,"188,000",29,"188,000",29,드라마,15세이상관람가,독립/예술영화
433,"고흐, 영원의 문에서",줄리언 슈나벨,,찬란,(주)팝엔터테인먼트,2019-12-26,개봉영화,장편,미국,68,"156,480",19,"156,480",19,드라마,12세이상관람가,독립/예술영화
434,울지마 톤즈 2 : 슈크란 바바,강성옥,"KBS 미디어,(주)드림팩트엔터테인먼트,원피스",,(주)영화특별시에스엠씨,2020-01-09,개봉영화,장편,한국,232,"128,000",14,"101,000",11,다큐멘터리,전체관람가,독립/예술영화
435,바꿔 할래? 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2020-04-09,개봉영화,장편,한국,20,"115,000",23,"4,000",2,멜로/로맨스,청소년관람불가,일반영화
436,디재스터 라이프,백지훈,,,주식회사 씨엠닉스,2020-07-01,개봉영화,장편,한국,1,"111,000",48,"111,000",48,기타,청소년관람불가,독립/예술영화
437,동네 오빠들,최정자,주식회사 플릭스코,,주식회사 플릭스코,2020-03-12,개봉영화,장편,한국,20,"109,000",20,0,0,드라마,청소년관람불가,일반영화
438,새엄마의 욕망,이동준,(주)영진크리에이티브,,(주)영진크리에이티브,2020-05-29,개봉영화,장편,한국,20,"109,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
439,시골처녀 유혹하기,이동준,(주)영진크리에이티브,,(주)영진크리에이티브,2020-03-23,개봉영화,장편,한국,20,"109,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
440,엄마와 딸의 섹스다이어트,김석만,(주)로드하우스,,(주)로드하우스,2020-03-05,개봉영화,장편,한국,20,"109,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
441,장모의 맛,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-07-24,개봉영화,장편,한국,20,"109,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
442,하숙집 : 굶주린 늑대들,김종민,(주)영화사가을,,(주)영화사가을,2020-03-16,개봉영화,장편,한국,20,"109,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
443,우리 스와핑 할까?,한대위,(주)영화사가을,,(주)영화사가을,2020-03-09,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
444,출장 마사지 : 흥분한 여자들 2,김진우,(주)영화사가을,,(주)영화사가을,2020-05-14,개봉영화,장편,한국,20,"105,000",21,"9,000",2,멜로/로맨스,청소년관람불가,일반영화
445,형수 : 금지된 사랑,김진우,(주)영화사가을,,(주)영화사가을,2020-03-11,개봉영화,장편,한국,20,"105,000",20,0,0,멜로/로맨스,청소년관람불가,일반영화
446,말할 수 없는 비밀:이모와의 관계,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2020-07-06,개봉영화,장편,한국,17,"104,000",19,0,0,멜로/로맨스,청소년관람불가,일반영화
447,부부교환의 목적2,김석만,이야픽쳐스,,(주)로드하우스,2020-05-15,개봉영화,장편,한국,20,"102,000",20,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
448,실제정사,김석만,(주)로드하우스,,(주)로드하우스,2020-06-17,개봉영화,장편,한국,20,"102,000",20,"2,000",1,드라마,청소년관람불가,일반영화
449,엄마의 비밀친구,김석만,이야픽쳐스,,(주)로드하우스,2020-04-27,개봉영화,장편,한국,20,"102,000",20,"2,000",1,성인물(에로),청소년관람불가,일반영화
450,자매의 이웃,김석만,(주)로드하우스,,(주)로드하우스,2020-05-27,개봉영화,장편,한국,20,"102,000",20,"2,000",1,멜로/로맨스,청소년관람불가,일반영화
451,결혼직전 여친엄마와,고바야시 이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-08-03,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
452,노골적인 폭유녀의 노브라공격,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-06-05,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
453,데드 앤트 - 거대개미의 습격,론 칼슨,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-08-13,개봉영화,장편,미국,1,"100,000",20,0,0,액션,15세이상관람가,일반영화
454,리얼 남편상사의 요구,고바야시 이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-08-03,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
455,미즈노의 가터벨트,다나카 켄타로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-07-03,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
456,봐주길 원한 친구엄마,고바야시 이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-08-03,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
457,새엄마의 극락목욕탕,,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2020-06-05,개봉영화,장편,일본,1,"100,000",20,0,0,성인물(에로),청소년관람불가,일반영화
