■ 개봉일람_월별,,,,,,,,,,,,,,,,,
- 조회일: 2021-03-18,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 2020~2021   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
254,"오늘, 우리 2","양재준,이나연,이준섭,여장천",필름다빈,,필름다빈,2021-01-21,개봉영화,장편,한국,14,"2,633,200",317,"2,065,200",234,드라마,12세이상관람가,독립/예술영화
255,인플루언서,오영근,(주)인터오리진아이엔씨,,(주)인터오리진아이엔씨,2020-11-25,개봉영화,장편,한국,7,"2,292,900",229,"1,739,000",164,다큐멘터리,전체관람가,일반영화
256,마티아스와 막심,자비에 돌란,,(주)엣나인필름,(주)엣나인필름,2020-07-23,개봉영화,장편,캐나다,91,"2,281,000",211,"2,194,000",197,드라마,15세이상관람가,독립/예술영화
257,엽문 리부트 2020,이입명,,씨네쿼넌 픽쳐스,(주)영화사 빅,2020-11-26,개봉영화,장편,중국,24,"2,277,770",302,"363,900",48,액션,12세이상관람가,독립/예술영화
258,밤쉘: 세상을 바꾼 폭탄선언,제이 로치,,그린나래미디어(주),(주)홈초이스,2020-07-08,개봉영화,장편,미국,882,"2,196,000",430,"2,180,000",428,드라마,15세이상관람가,독립/예술영화
259,붉은 눈,,,(주)미디어캐슬,(주)미디어캐슬,2020-12-24,개봉영화,장편,일본,5,"1,965,370",379,"1,565,370",299,미스터리,청소년관람불가,독립/예술영화
260,소년 아메드,"장 피에르 다르덴,뤽 다르덴",,(주)영화사 진진,(주)영화사 진진,2020-07-30,개봉영화,장편,프랑스,82,"1,919,500",373,"1,730,000",341,드라마,12세이상관람가,독립/예술영화
261,7월7일,손승현,필름소년,,(주)이놀미디어,2020-09-02,개봉영화,장편,한국,18,"1,846,560",219,"1,283,580",145,드라마,12세이상관람가,독립/예술영화
262,개 같은 것들,최종학,(주)에이치에이케이프로덕션,,(주)콘텐츠윙,2020-12-17,개봉영화,장편,한국,2,"1,797,000",207,"1,765,000",203,드라마,청소년관람불가,일반영화
263,이별식당,임왕태,"(주)미스터로맨스,HATCH FILM ,서울예술대학",,"(주)에스와이코마드,아이 엠",2020-08-27,개봉영화,장편,한국,24,"1,724,180",224,"1,094,500",136,뮤지컬,12세이상관람가,독립/예술영화
264,디노소어 어드벤쳐,,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2021-01-27,개봉영화,장편,미국,26,"1,718,070",227,"422,000",56,어드벤처,15세이상관람가,일반영화
265,이별의 목적,이건우,(주)한영씨앤텍,,주식회사 블루필름웍스,2020-09-10,개봉영화,장편,한국,15,"1,690,470",214,"997,500",124,멜로/로맨스,12세이상관람가,독립/예술영화
266,애니멀 크래커,토니 밴크로프트,,주식회사 디에스이이디,(주)이수C&E,2020-08-05,개봉영화,장편,미국,473,"1,676,400",240,"1,364,000",195,애니메이션,전체관람가,독립/예술영화
267,벌새,김보라,에피파니(주),,"(주)엣나인필름,(주)콘텐츠판다",2019-08-29,개봉영화,장편,한국,145,"1,670,000",227,"484,000",65,드라마,15세이상관람가,독립/예술영화
268,여름날,오정석,오전필름,,영화배급협동조합 씨네소파,2020-08-20,개봉영화,장편,한국,12,"1,618,500",239,"791,500",98,드라마,전체관람가,독립/예술영화
269,나이트 언데드,,,(주)스톰픽쳐스코리아,(주)원더스컴퍼니,2021-01-27,개봉영화,장편,미국,20,"1,585,000",311,"1,210,000",236,미스터리,15세이상관람가,일반영화
270,젊은 모녀,왕지방,(주)디에이치미디어,,(주)소나무픽쳐스,2020-09-10,개봉영화,장편,한국,20,"1,562,000",269,"669,000",125,멜로/로맨스,청소년관람불가,일반영화
271,용감한 토끼 당당이,증헌림,,예지림엔터테인먼트,예지림엔터테인먼트,2020-12-17,개봉영화,장편,중국,5,"1,550,000",310,0,0,애니메이션,전체관람가,독립/예술영화
272,탱크 투 베를린,,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-12-23,개봉영화,장편,러시아,16,"1,498,740",204,"877,800",98,액션,15세이상관람가,독립/예술영화
273,너와 파도를 탈 수 있다면,유아사 마사아키,,(주)미디어캐슬,메가박스중앙(주)플러스엠,2020-07-08,개봉영화,장편,일본,257,"1,421,000",135,"1,421,000",135,애니메이션,12세이상관람가,독립/예술영화
274,세트플레이,문승욱,"영화사 키노(주),키노비(주),(주)무빙픽쳐스컴퍼니,한국방송예술교육진흥원",,"주식회사 블루필름웍스,(주)무빙픽쳐스컴퍼니",2020-12-10,개봉영화,장편,한국,16,"1,363,000",170,"584,500",72,드라마,청소년관람불가,독립/예술영화
275,이장,정승오,㈜인디스토리,,㈜인디스토리,2020-03-25,개봉영화,장편,한국,82,"1,196,000",208,"100,000",12,드라마,12세이상관람가,독립/예술영화
276,야구소녀,최윤태,한국영화아카데미,,"(주)싸이더스,찬란",2020-06-18,개봉영화,장편,한국,264,"1,169,000",222,"100,000",19,드라마,12세이상관람가,독립/예술영화
277,터칭 더 보이드,케빈 맥도널드,,(주)피터팬픽쳐스,(주)피터팬픽쳐스,2020-09-24,개봉영화,장편,영국,8,"1,130,640",162,"881,660",126,다큐멘터리,12세이상관람가,독립/예술영화
278,초대받은 배달부,이상수,선셋 시네마,,선셋 시네마,2021-01-01,개봉영화,장편,한국,20,"1,066,000",179,"720,000",126,멜로/로맨스,청소년관람불가,일반영화
279,마농 레스코,,,일미디어,일미디어,2020-08-03,개봉영화,장편,이탈리아,5,"1,033,500",69,"329,500",22,공연,12세이상관람가,일반영화
280,더 듀얼,,,(주)제이브로,(주)제이브로,2020-11-19,개봉영화,장편,미국,5,"1,000,000",200,0,0,범죄,청소년관람불가,독립/예술영화
281,런 위드 더 헌티드,,,(주)제이브로,(주)제이브로,2020-11-04,개봉영화,장편,미국,5,"1,000,000",200,0,0,범죄,15세이상관람가,독립/예술영화
282,犬견 : 버려진 아이들,서하늘,바라봄엔터테인먼트,,주식회사 씨엠닉스,2020-10-18,개봉영화,장편,한국,1,"996,000",315,0,0,범죄,15세이상관람가,독립/예술영화
283,18 섹시퀸 유진의 섹스 스캔들,최진철,라임필름,,케이엘 픽쳐스,2020-11-13,개봉영화,장편,한국,20,"968,000",169,"666,000",125,멜로/로맨스,청소년관람불가,일반영화
284,용주골 2,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,2020-11-12,개봉영화,장편,한국,20,"960,000",169,"663,000",125,멜로/로맨스,청소년관람불가,일반영화
285,천년여우 구미호,최환,(주)케이알씨지,,(주)케이알씨지,2020-12-03,개봉영화,장편,한국,11,"957,000",231,"914,000",188,멜로/로맨스,청소년관람불가,일반영화
286,관전녀2,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,2020-11-06,개봉영화,장편,한국,20,"955,000",169,"663,000",125,멜로/로맨스,청소년관람불가,일반영화
287,음란 과외 3,김종석,너바나 필름,,(주)컨텐츠 빌리지,2020-11-26,개봉영화,장편,한국,20,"954,000",171,"667,000",127,멜로/로맨스,청소년관람불가,일반영화
288,셰이프 오브 뮤직: 알렉상드르 데스플라,파스칼 쾨노,,(주)영화사 진진,(주)영화사 진진,2020-08-13,개봉영화,장편,프랑스,30,"949,370",102,"745,370",73,다큐멘터리,전체관람가,독립/예술영화
289,금의위 3인의 무사,등연성,,,(유)조이앤시네마,2021-01-21,개봉영화,장편,중국,20,"941,000",210,"903,000",172,액션,15세이상관람가,독립/예술영화
290,기색충,김종석,모히또필름,,(주)컨텐츠 빌리지,2020-09-10,개봉영화,장편,한국,25,"940,000",174,"663,000",125,멜로/로맨스,청소년관람불가,일반영화
291,섹스의 세계,김종석,너바나 필름,,(주)컨텐츠 빌리지,2020-09-17,개봉영화,장편,한국,25,"940,000",174,"663,000",125,멜로/로맨스,청소년관람불가,일반영화
292,초대녀 3,김종석,모히또필름,,(주)컨텐츠 빌리지,2020-12-10,개봉영화,장편,한국,20,"940,000",169,"670,000",126,멜로/로맨스,청소년관람불가,일반영화
293,미세스 잘주리 미스 안주리,김종석,모히또필름,,(주)컨텐츠 빌리지,2021-01-07,개봉영화,장편,한국,21,"935,000",170,"663,000",125,멜로/로맨스,청소년관람불가,일반영화
294,애완남,김종석,너바나 필름,,(주)컨텐츠 빌리지,2020-10-23,개봉영화,장편,한국,20,"935,000",169,"663,000",125,멜로/로맨스,청소년관람불가,일반영화
295,어린 엄마4,김종석,모히또필름,,(주)컨텐츠 빌리지,2020-10-23,개봉영화,장편,한국,20,"935,000",169,"663,000",125,멜로/로맨스,청소년관람불가,일반영화
296,처제가 왜 거기서 나와?,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,2020-12-23,개봉영화,장편,한국,20,"935,000",169,"663,000",125,멜로/로맨스,청소년관람불가,일반영화
297,형수 길들이기,정태준,컨텐츠레드,,(주)컨텐츠 빌리지,2020-10-07,개봉영화,장편,한국,20,"935,000",169,"663,000",125,멜로/로맨스,청소년관람불가,일반영화
298,에이리,오오토모 케이시,,(주)미디어캐슬,(주)미디어캐슬,2021-01-22,개봉영화,장편,일본,1,"926,540",86,"926,540",86,미스터리,15세이상관람가,독립/예술영화
299,두 번째 엄마-불륜정사,최환,(주)케이알씨지,,(주)케이알씨지,2020-12-03,개봉영화,장편,한국,20,"912,000",191,"903,000",182,멜로/로맨스,청소년관람불가,일반영화
300,어서오시게스트하우스,심요한,K'arts,,(주)리틀빅픽쳐스,2020-08-13,개봉영화,장편,한국,58,"776,000",105,"209,000",27,드라마,15세이상관람가,독립/예술영화
301,백년의 기억,피에르 올리비에 프랑수아,,전국예술영화관협회,"전국예술영화관협회,에무 시네마 앤 카페",2020-06-11,개봉영화,장편,프랑스,6,"755,000",149,"24,000",4,다큐멘터리,전체관람가,독립/예술영화
302,좀비캠프,데이빗 마탈론,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2020-09-25,개봉영화,장편,미국,5,"700,000",140,"300,000",60,스릴러,청소년관람불가,독립/예술영화
303,더 프린세스 : 도둑맞은 공주,올레말라므,,"(주)히스토리필름,(주)팝엔터테인먼트",(주)팝엔터테인먼트,2020-08-12,개봉영화,장편,우크라이나,423,"673,600",92,0,0,애니메이션,전체관람가,일반영화
304,외출 3,구재은,(주)영화사가을,,(주)영화사가을,2020-09-28,개봉영화,장편,한국,19,"672,000",134,"209,000",42,멜로/로맨스,청소년관람불가,일반영화
305,화끈한 미용실,김춘수,(주)영화사가을,,(주)영화사가을,2020-09-09,개봉영화,장편,한국,20,"672,000",134,"609,000",122,멜로/로맨스,청소년관람불가,일반영화
306,김비서는 정말 왜 그럴까?,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,2020-09-03,개봉영화,장편,한국,20,"650,000",138,"603,000",122,멜로/로맨스,청소년관람불가,일반영화
307,작은 소망,전우성,,(주)콘텐츠판다,(주)콘텐츠판다,2020-08-13,개봉영화,장편,대만,151,"640,000",128,"640,000",128,코미디,12세이상관람가,독립/예술영화
308,부다페스트 스토리,아틸라 사스,,알토미디어(주),알토미디어(주),2020-08-13,개봉영화,장편,헝가리,33,"600,500",83,"452,000",64,스릴러,15세이상관람가,독립/예술영화
309,바람의 언덕,박석영,영화사 삼순,,영화사 삼순,2020-04-23,개봉영화,장편,한국,28,"551,000",76,"6,000",1,드라마,전체관람가,독립/예술영화
310,"그리고, 살아간다",츠키카와 쇼,,(주)미디어캐슬,(주)미디어캐슬,2021-01-15,개봉영화,장편,일본,1,"472,240",52,"472,240",52,드라마,12세이상관람가,독립/예술영화
311,나는보리,김진유,파도,,(주)영화사 진진,2020-05-21,개봉영화,장편,한국,158,"467,000",82,"172,000",41,가족,전체관람가,독립/예술영화
312,톰보이,셀린 시아마,,(주)블루라벨픽쳐스,(주)영화특별시에스엠씨,2020-05-14,개봉영화,장편,프랑스,361,"424,000",60,"389,000",54,드라마,12세이상관람가,독립/예술영화
313,마음 울적한 날엔,"한유원,강동완,김남석",,,필름다빈,2020-10-08,개봉영화,장편,한국,1,"403,000",44,"370,000",39,드라마,12세이상관람가,독립/예술영화
314,빅샤크3: 젤리몬스터 대소동,신우,,"(주)히스토리필름,(주)팝엔터테인먼트",(주)팝엔터테인먼트,2020-07-29,개봉영화,장편,중국,400,"339,000",63,0,0,애니메이션,전체관람가,일반영화
315,18 하라의 맛있는 수업,최진철,라임필름,,케이엘 픽쳐스,2020-09-29,개봉영화,장편,한국,20,"339,000",51,"70,000",6,멜로/로맨스,청소년관람불가,일반영화
316,가슴 큰 초희 - 무삭제판,이동준,미라클필름,,케이엘 픽쳐스,2020-09-18,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
317,계부의 욕정,사다오카 사다오,,,(주)라온컴퍼니플러스,2020-12-10,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
318,고객센터: 살인예고,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-11-15,개봉영화,장편,헝가리,1,"300,000",60,"300,000",60,스릴러,청소년관람불가,일반영화
319,공짜섹스,최진철,라임필름,,케이엘 픽쳐스,2020-11-23,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
320,관음증 남편 : 거유 아내,,,,(주)라온컴퍼니플러스,2020-12-08,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
321,구멍청소부,,,,(주)라온컴퍼니플러스,2021-01-06,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
322,그놈의 물건은 바이러스,최진철,라임필름,,케이엘 픽쳐스,2020-10-12,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
323,기운센 시아버지,칸바라 나오토,,,(주)라온컴퍼니플러스,2021-01-22,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
324,남편 같은 큰 아들,카즈마,,,(주)라온컴퍼니플러스,2020-11-23,개봉영화,장편,일본,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
325,남편 친구,윤경식,(주)픽쳐레스크,,(주)픽쳐레스크,2020-12-03,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
326,남편상사들2,나기라 겐조,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-10-15,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
327,내 아내가 아닌,윤경식,(주)픽쳐레스크,,(주)픽쳐레스크,2020-11-19,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
328,내 여자의 변태욕정,한길수,(주)가온콘텐츠,,(주)가온콘텐츠,2020-10-15,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
329,너튜브 : 3인의 맛집,주현일,(주)담화,,(주)담화,2021-01-08,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
330,네 번째 엄마,윤경식,(주)픽쳐레스크,,(주)픽쳐레스크,2020-12-31,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
331,눈떠보니 제수씨,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-10-19,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
332,늑대소녀 야생소녀를 교육하다,에로핑,(주)가온콘텐츠,,(주)가온콘텐츠,2020-10-19,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
333,더러운아내 무삭제판,최정자,(주)가온콘텐츠,,(주)가온콘텐츠,2020-12-23,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
334,리얼섹스돌 : 사용설명서 무삭제,정미나,(주)담화,,(주)담화,2020-09-08,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
335,마녀 마음을 듣는 소녀,에로핑,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2021-01-08,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
336,막나가는 남편후배,,,,(주)라온컴퍼니플러스,2021-01-22,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
337,맛동생,주현일,(주)담화,,(주)담화,2021-01-08,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
338,맛있는 너가 합격,정미나,(주)담화,,(주)담화,2020-09-22,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
339,목격자들 5번의 살인,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-10-15,개봉영화,장편,헝가리,1,"300,000",60,"300,000",60,스릴러,청소년관람불가,일반영화
340,몰록 제물이 된 아이들,,,,(주)라온컴퍼니플러스,2020-11-04,개봉영화,장편,헝가리,1,"300,000",60,"300,000",60,스릴러,15세이상관람가,일반영화
341,무엇이든 도와드립니다,정미나,(주)담화,,(주)담화,2020-10-23,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
342,미소녀 파라다이스 베이글녀 마을,에로핑,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2021-01-12,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
343,미스캡틴 : 섹시 히어로즈,악셀 브라운,,(주)픽쳐레스크,(주)픽쳐레스크,2021-01-14,개봉영화,장편,미국,1,"300,000",60,"300,000",60,액션,청소년관람불가,일반영화
344,바람난 아내의 비밀,윤경식,(주)픽쳐레스크,,(주)픽쳐레스크,2020-11-19,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
345,발정난 동창,,,,(주)라온컴퍼니플러스,2020-12-10,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
346,백신 모유를 가진 그녀,최진철,라임필름,,케이엘 픽쳐스,2020-11-29,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
347,빚투: 부부교환,정미나,(주)담화,,(주)담화,2020-10-09,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
348,빚투: 부부교환 무삭제,정미나,,,,2020-12-02,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
349,섹스 소녀 10,최진철,라임필름,,케이엘 픽쳐스,2020-12-18,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
350,섹스 소녀 11,최진철,라임필름,,케이엘 픽쳐스,2021-01-02,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
351,섹스 소녀 3,최진철,케이엘 픽쳐스,,케이엘 픽쳐스,2020-09-15,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
352,섹스 소녀 5,최진철,라임필름,,케이엘 픽쳐스,2020-10-27,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
353,섹스 소녀 7,최진철,라임필름,,케이엘 픽쳐스,2020-11-17,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
354,섹스 소녀 8,최진철,라임필름,,케이엘 픽쳐스,2020-12-10,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
355,섹스 소녀 9,최진철,라임필름,,케이엘 픽쳐스,2020-12-08,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
356,섹스 소녀12,최진철,라임필름,,케이엘 픽쳐스,2021-01-03,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
357,섹스 소녀2,최진철,라임필름,,케이엘 픽쳐스,2020-10-05,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
358,섹스 소녀6,최진철,라임필름,,케이엘 픽쳐스,2020-10-17,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
359,섹스소녀4,최진철,라임필름,,케이엘 픽쳐스,2020-10-08,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
360,섹스인듯 촬영인듯 섹스하는 너,정미나,(주)담화,,(주)담화,2020-09-08,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
361,소녀 소리를 보는 소녀,에로핑,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2021-01-08,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
362,"스와핑, 그 위험한 섹스",윤경식,(주)픽쳐레스크,,(주)픽쳐레스크,2020-12-08,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
363,스토커 광기의 살인,,,,(주)라온컴퍼니플러스,2020-11-16,개봉영화,장편,헝가리,1,"300,000",60,"300,000",60,스릴러,청소년관람불가,일반영화
364,싸버린 택배기사,니쿠 미코토,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-09-02,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
365,아내의 내조 : 빼앗긴 아내,나기라 겐조,,,(주)라온컴퍼니플러스,2020-12-08,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
366,아들의 여친 아빠의 여친,주현일,(주)담화,,(주)담화,2020-11-13,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
367,아이돌 섹스: LA 교포녀 무삭제,정미나,(주)담화,,(주)담화,2020-09-30,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
368,애인의 가슴 큰 친구,정미나,(주)담화,,(주)담화,2020-12-11,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
369,어른장난감 : 제가 해드려요?,주현일,(주)담화,,(주)담화,2021-01-22,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
370,에이전트 미스터 찬,제프 청,,,(주)라온컴퍼니플러스,2021-01-25,개봉영화,장편,중국,1,"300,000",60,"300,000",60,코미디,12세이상관람가,일반영화
371,여대생의 은밀한 불륜,윤경식,(주)픽쳐레스크,,(주)픽쳐레스크,2020-11-12,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
372,여동생과 은밀한 거래,윤경식,(주)픽쳐레스크,,(주)픽쳐레스크,2020-11-12,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
373,여동생의 맛,최진철,라임필름,,케이엘 픽쳐스,2020-11-27,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
374,여배우들: 섹스 오디션 무삭제,정미나,(주)담화,,(주)담화,2020-09-30,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
375,여자친구의 맛,최진철,라임필름,,케이엘 픽쳐스,2020-09-29,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
376,여자친구의 맛 2,최진철,라임필름,,케이엘 픽쳐스,2020-11-13,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
377,여자친구의 맛 3,최진철,라임필름,,케이엘 픽쳐스,2020-11-16,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
378,여직원의 육체영업,,,,(주)라온컴퍼니플러스,2021-01-22,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
379,옆집유부녀 강탈,나기라 겐조,,,(주)라온컴퍼니플러스,2020-11-23,개봉영화,장편,일본,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
380,예쁜 여동생 2,최진철,케이엘 픽쳐스,,케이엘 픽쳐스,2020-09-06,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
381,예쁜 여동생 4,최진철,라임필름,,케이엘 픽쳐스,2021-01-18,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
382,예쁜 여동생 5,최진철,라임필름,,케이엘 픽쳐스,2021-01-25,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
383,예쁜 여동생3,최진철,라임필름,,케이엘 픽쳐스,2020-10-13,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
384,오빠는 음식은 가려도 여자는 안가려 무삭제,정미나,(주)담화,,(주)담화,2020-09-01,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
385,왕가슴 그녀,최진철,라임필름,,케이엘 픽쳐스,2020-10-26,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
386,외설마사지 고삐풀린아내,,,,(주)라온컴퍼니플러스,2020-12-08,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
387,욕정의 며느리2,,,,(주)라온컴퍼니플러스,2020-09-02,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
388,욕정의 며느리3,,,,(주)라온컴퍼니플러스,2020-12-10,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
389,위자 악마소환게임,헨리크 쿠토,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-10-15,개봉영화,장편,헝가리,1,"300,000",60,"300,000",60,공포(호러),12세이상관람가,일반영화
390,위험한 삼촌들,양호열,(주)가온콘텐츠,,(주)가온콘텐츠,2020-10-15,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
391,이모네 미용실 문 닫는 날,에로핑,(주)가온콘텐츠,,(주)가온콘텐츠,2021-01-25,개봉영화,장편,한국,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
392,인턴의 입사교육,,,,(주)라온컴퍼니플러스,2021-01-14,개봉영화,장편,일본,1,"300,000",60,"300,000",60,드라마,청소년관람불가,일반영화
393,좀비랜드 파이널,,,(주)라온컴퍼니플러스,(주)라온컴퍼니플러스,2020-10-15,개봉영화,장편,헝가리,1,"300,000",60,"300,000",60,스릴러,15세이상관람가,일반영화
394,주부남편의 발기찬 바깥생활 무삭제,정미나,(주)담화,,(주)담화,2020-10-21,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
395,채승하의 비밀의 숲,최진철,라임필름,,케이엘 픽쳐스,2020-10-29,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
396,처제의 은밀한 맛,윤경식,(주)픽쳐레스크,,(주)픽쳐레스크,2020-12-17,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
